s, d, v, x, y,t
61.3248,10.0706,49.4383,845.884,1124.84,2122.93
62.6508,10.0691,49.4314,847.21,1124.83,2122.98
63.5348,10.0681,49.4383,848.094,1124.83,2123.02
64.8608,10.0666,49.4383,849.42,1124.83,2123.08
65.7448,10.0656,49.4314,850.304,1124.83,2123.13
67.0709,10.0641,49.4383,851.63,1124.82,2123.18
67.9548,10.0631,49.4383,852.514,1124.82,2123.23
69.2808,10.0617,49.4383,853.84,1124.82,2123.28
70.1649,10.0606,49.4383,854.724,1124.82,2123.33
71.4909,10.0592,49.4383,856.05,1124.81,2123.38
72.3748,10.0581,49.4314,856.934,1124.81,2123.43
73.7008,10.0567,49.4314,858.26,1124.81,2123.48
74.5849,10.0556,49.4383,859.144,1124.81,2123.53
75.9108,10.0532,49.4382,860.47,1124.8,2123.58
76.7949,10.0502,49.4382,861.354,1124.8,2123.64
78.1209,10.0457,49.4382,862.68,1124.8,2123.68
79.4468,10.0412,49.4382,864.006,1124.8,2123.74
80.3308,10.0382,49.4313,864.89,1124.8,2123.79
99.2749,10.0065,49.4382,866.216,1124.8,2123.84
98.391,10.0063,49.4382,867.1,1124.8,2123.89
97.065,10.0059,49.4382,868.426,1124.8,2123.94
95.739,10.0055,49.4313,869.752,1124.8,2124
94.855,10.0052,49.4382,870.636,1124.8,2124.05
93.529,10.0048,49.4382,871.962,1124.8,2124.1
92.6449,10.0046,49.4382,872.846,1124.8,2124.15
91.319,10.0042,49.4382,874.172,1124.8,2124.2
90.4659,10.0039,49.4382,875.056,1124.8,2124.25
91.7918,10.0035,49.4313,876.382,1124.8,2124.3
92.6759,10.0032,49.4382,877.266,1124.8,2124.35
94.0019,10.0029,49.4382,878.592,1124.8,2124.41
95.3278,10.0024,49.4382,879.918,1124.8,2124.46
96.2119,10.0022,49.4382,880.802,1124.8,2124.51
97.5379,10.0018,49.4382,882.128,1124.8,2124.56
98.4218,10.0015,49.4313,883.012,1124.8,2124.61
99.7478,10.0011,49.4313,884.338,1124.8,2124.66
100.632,10.0009,49.4382,885.222,1124.8,2124.71
101.958,10.0005,49.4382,886.548,1124.8,2124.76
102.842,10.0002,49.4382,887.432,1124.8,2124.81
104.168,9.99981,49.4382,888.758,1124.8,2124.86
105.052,9.99954,49.4382,889.642,1124.8,2124.91
106.378,9.99915,49.4313,890.968,1124.8,2124.96
107.262,9.99888,49.4382,891.852,1124.8,2125.01
108.588,9.99849,49.4382,893.178,1124.8,2125.06
109.472,9.9992,49.4314,894.062,1124.8,2125.11
130.671,9.91288,49.4383,895.388,1124.8,2125.16
129.787,9.92259,49.4383,896.272,1124.8,2125.21
128.461,9.93698,49.4314,897.598,1124.8,2125.26
127.577,9.9467,49.4383,898.482,1124.79,2125.31
126.251,9.96109,49.4383,899.808,1124.79,2125.36
125.367,9.97179,49.4318,900.692,1124.79,2125.41
124.041,9.98923,49.4523,902.018,1124.78,2125.46
123.157,10.0009,49.4387,902.902,1124.78,2125.51
121.831,10.0183,49.4318,904.228,1124.77,2125.56
120.948,10.03,49.425,905.112,1124.77,2125.61
121.758,10.0474,49.4386,906.438,1124.76,2125.66
122.642,10.0591,49.425,907.322,1124.76,2125.71
123.967,10.0756,49.4246,908.648,1124.75,2125.76
124.851,10.0852,49.4246,909.531,1124.75,2125.81
126.177,10.0986,49.4178,910.857,1124.75,2125.86
127.06,10.1073,49.4177,911.74,1124.75,2125.92
128.385,10.1167,49.4041,913.066,1124.75,2125.97
129.71,10.1232,49.3909,914.39,1124.75,2126.02
130.593,10.1248,49.3779,915.274,1124.76,2126.07
131.918,10.1253,49.3719,916.598,1124.77,2126.12
132.801,10.1219,49.3744,917.481,1124.78,2126.17
134.125,10.1133,49.3624,918.805,1124.8,2126.22
135.007,10.104,49.3526,919.687,1124.82,2126.27
136.331,10.0864,49.3484,921.011,1124.85,2126.32
137.654,10.0628,49.327,922.334,1124.88,2126.38
138.536,10.0444,49.3301,923.216,1124.91,2126.43
139.859,10.0119,49.3302,924.538,1124.95,2126.48
140.741,9.98753,49.3204,925.42,1124.98,2126.53
159.642,9.06504,49.3177,926.742,1125.04,2126.58
158.762,9.12511,49.3225,927.623,1125.07,2126.63
157.442,9.21222,49.3135,928.945,1125.13,2126.68
156.563,9.26837,49.3041,929.826,1125.17,2126.73
155.242,9.34938,49.303,931.147,1125.23,2126.78
153.922,9.42658,49.3002,932.468,1125.3,2126.84
153.042,9.47664,49.307,933.348,1125.35,2126.89
151.721,9.54774,49.3128,934.669,1125.42,2126.94
150.84,9.59376,49.306,935.549,1125.47,2126.99
151.231,9.65985,49.2919,936.869,1125.55,2127.04
152.552,9.72182,49.2789,938.188,1125.63,2127.1
153.432,9.75983,49.2655,939.068,1125.69,2127.14
154.752,9.81185,49.261,940.386,1125.78,2127.2
155.632,9.84482,49.2474,941.264,1125.84,2127.24
156.952,9.89066,49.2282,942.581,1125.94,2127.3
157.832,9.91747,49.2257,943.459,1126.01,2127.35
159.152,9.95336,49.2028,944.775,1126.12,2127.4
160.032,9.97413,49.2133,945.652,1126.19,2127.45
161.351,10.0009,49.1987,946.966,1126.31,2127.5
162.671,10.0225,49.1951,948.28,1126.43,2127.56
163.55,10.0333,49.1956,949.156,1126.52,2127.61
164.869,10.0459,49.1656,950.468,1126.65,2127.66
165.749,10.0505,49.169,951.343,1126.74,2127.71
167.067,10.0541,49.1534,952.654,1126.88,2127.76
168.381,10.0521,48.933,953.96,1127.02,2127.82
169.244,10.0438,47.5018,954.817,1127.12,2127.87
170.523,10.0037,47.8124,956.083,1127.3,2127.92
190.008,8.87064,48.0951,957.354,1127.51,2127.98
189.148,8.91002,48.153,958.201,1127.67,2128.03
187.854,8.94744,48.2994,959.471,1127.92,2128.08
186.989,8.96131,48.3694,960.316,1128.1,2128.13
185.69,8.96716,48.4909,961.584,1128.38,2128.18
184.822,8.9632,48.5454,962.429,1128.58,2128.23
183.519,8.94743,48.6445,963.696,1128.89,2128.28
182.648,8.92872,48.714,964.54,1129.1,2128.33
181.341,8.8933,48.7858,965.807,1129.43,2128.38
180.468,8.86495,48.8511,966.651,1129.65,2128.43
181.561,8.81896,48.8924,967.918,1129.99,2128.48
182.435,8.7856,48.8716,968.762,1130.22,2128.53
183.745,8.7284,48.8857,970.027,1130.57,2128.58
184.619,8.68774,48.8756,970.869,1130.8,2128.63
185.928,8.62104,48.8666,972.13,1131.16,2128.68
186.801,8.57007,48.909,972.97,1131.41,2128.74
188.111,8.48899,48.9055,974.227,1131.78,2128.79
189.42,8.39972,48.9545,975.484,1132.16,2128.84
190.293,8.33645,49.0036,976.321,1132.41,2128.89
191.605,8.23634,49.0553,977.577,1132.81,2128.94
192.48,8.16633,49.0685,978.414,1133.07,2129
193.792,8.05716,49.1282,979.668,1133.47,2129.05
195.105,7.94193,49.141,980.922,1133.88,2129.1
195.98,7.86268,49.1727,981.757,1134.15,2129.15
197.293,7.73837,49.1786,983.009,1134.56,2129.2
198.168,7.65297,49.1982,983.843,1134.84,2129.25
199.481,7.51939,49.2165,985.093,1135.27,2129.3
200.356,7.42587,49.2358,985.925,1135.55,2129.35
201.669,7.2788,49.2519,987.171,1135.99,2129.4
202.981,7.12545,49.2306,988.416,1136.43,2129.46
203.856,7.01938,49.2706,989.245,1136.73,2129.51
205.167,6.85666,49.263,990.486,1137.18,2129.56
206.041,6.74444,49.2935,991.313,1137.49,2129.61
217.007,5.74102,49.2915,992.552,1137.95,2129.66
216.126,5.77463,49.285,993.378,1138.26,2129.71
214.804,5.81784,49.336,994.614,1138.73,2129.76
213.922,5.84317,49.3307,995.437,1139.05,2129.81
212.598,5.87606,49.3527,996.67,1139.53,2129.86
212.025,5.90356,49.3884,997.901,1140.02,2129.92
212.907,5.92054,49.3567,998.721,1140.35,2129.98
214.232,5.94179,49.3985,999.951,1140.84,2130.03
215.556,5.96106,49.3289,1001.18,1141.33,2130.08
216.439,5.9715,49.3699,1002,1141.67,2130.13
217.764,5.98447,49.4111,1003.23,1142.17,2130.18
218.649,5.99123,49.4639,1004.04,1142.5,2130.23
219.974,5.99971,49.3983,1005.27,1143.01,2130.28
220.858,6.00655,49.4524,1006.09,1143.34,2130.33
222.183,6.01503,49.3868,1007.31,1143.85,2130.38
223.067,6.02179,49.4639,1008.13,1144.18,2130.43
224.393,6.03165,49.4524,1009.36,1144.69,2130.48
225.718,6.04015,49.3931,1010.58,1145.19,2130.54
226.602,6.04688,49.4524,1011.4,1145.53,2130.59
227.929,6.05704,49.4576,1012.62,1146.03,2130.64
228.812,6.06351,49.4524,1013.44,1146.37,2130.7
230.138,6.07019,49.4941,1014.67,1146.88,2130.75
231.463,6.07677,49.5056,1015.89,1147.38,2130.8
232.347,6.08231,49.4524,1016.71,1147.72,2130.85
233.673,6.09018,49.4576,1017.93,1148.23,2130.9
234.559,6.09522,49.4941,1018.75,1148.57,2130.95
235.883,6.10462,49.3514,1019.98,1149.07,2131
236.767,6.11136,49.4524,1020.8,1149.4,2131.05
249.692,6.18021,49.4111,1022.02,1149.91,2131.1
248.809,6.18021,49.4111,1022.84,1150.24,2131.15
247.483,6.18057,49.4111,1024.07,1150.74,2131.2
246.598,6.18316,49.4774,1024.89,1151.07,2131.25
245.273,6.18855,49.4314,1026.12,1151.57,2131.3
244.389,6.1929,49.4365,1026.94,1151.9,2131.35
244.783,6.19956,49.4239,1028.17,1152.39,2131.4
245.667,6.20407,49.4314,1028.99,1152.72,2131.45
246.993,6.21073,49.4314,1030.22,1153.22,2131.5
247.877,6.21418,49.4648,1031.04,1153.55,2131.55
249.202,6.21739,49.3584,1032.27,1154.05,2131.6
250.086,6.21866,49.3635,1033.09,1154.38,2131.65
251.412,6.21995,49.4047,1034.31,1154.88,2131.7
252.296,6.21893,49.4047,1035.13,1155.22,2131.75
253.622,6.21804,49.4174,1036.36,1155.72,2131.8
254.948,6.21609,49.4513,1037.59,1156.22,2131.86
255.832,6.21301,49.4461,1038.4,1156.56,2131.91
257.157,6.20761,49.3868,1039.63,1157.07,2131.96
258.483,6.1981,49.4287,1040.85,1157.58,2132.02
259.368,6.1899,49.4761,1041.67,1157.92,2132.07
260.693,6.17462,49.4178,1042.89,1158.43,2132.12
261.577,6.16206,49.4604,1043.7,1158.78,2132.17
262.903,6.1405,49.4028,1044.92,1159.3,2132.22
263.787,6.12561,49.4028,1045.73,1159.65,2132.27
265.113,6.10314,49.4028,1046.95,1160.17,2132.32
265.997,6.08596,49.4513,1047.77,1160.52,2132.37
267.323,6.05939,49.4513,1048.98,1161.05,2132.42
268.208,6.04051,49.4947,1049.8,1161.4,2132.47
269.533,6.00906,49.4381,1051.01,1161.93,2132.52
281.142,5.94051,49.4695,1051.82,1162.28,2132.57
279.815,5.91527,49.482,1053.03,1162.82,2132.62
278.932,5.89666,49.4316,1053.84,1163.18,2132.67
277.605,5.86608,49.458,1055.05,1163.72,2132.72
276.721,5.8456,49.476,1055.86,1164.08,2132.77
276.115,5.81502,49.458,1057.07,1164.62,2132.82
276.999,5.79551,49.4136,1057.88,1164.97,2132.87
278.325,5.76895,49.3695,1059.1,1165.51,2132.92
279.65,5.74419,49.375,1060.31,1166.05,2132.98
280.534,5.7301,49.4381,1061.12,1166.4,2133.03
281.858,5.71263,49.3511,1062.33,1166.93,2133.08
282.74,5.70311,49.2953,1063.14,1167.28,2133.13
284.062,5.69477,49.3172,1064.36,1167.79,2133.18
284.943,5.69247,49.2747,1065.17,1168.13,2133.23
286.264,5.69311,49.1903,1066.39,1168.64,2133.28
287.146,5.69852,49.3163,1067.21,1168.98,2133.33
288.465,5.71362,49.1753,1068.43,1169.47,2133.38
289.344,5.728,49.2412,1069.25,1169.8,2133.43
290.662,5.75547,49.1236,1070.47,1170.28,2133.48
291.541,5.77703,49.1906,1071.29,1170.6,2133.53
292.856,5.81666,49.0682,1072.52,1171.07,2133.58
293.733,5.84731,49.1189,1073.34,1171.38,2133.63
295.047,5.89826,49.055,1074.57,1171.84,2133.68
295.923,5.93713,49.077,1075.4,1172.14,2133.73
306.89,6.73804,48.9652,1076.63,1172.59,2133.78
306.019,6.65194,49.0031,1077.46,1172.89,2133.83
304.712,6.53176,48.8904,1078.7,1173.32,2133.88
303.84,6.45702,48.9228,1079.52,1173.6,2133.93
302.564,6.35331,48.8701,1080.77,1174.02,2133.98
303.435,6.29068,48.8151,1081.6,1174.29,2134.03
304.743,6.20465,48.9188,1082.85,1174.69,2134.08
305.614,6.15339,48.821,1083.68,1174.95,2134.13
306.921,6.08706,48.8074,1084.93,1175.33,2134.18
307.793,6.04942,48.8331,1085.77,1175.57,2134.23
309.101,6.00172,48.86,1087.03,1175.94,2134.28
309.974,5.97548,48.7542,1087.87,1176.17,2134.33
311.283,5.94676,48.863,1089.13,1176.52,2134.38
312.156,5.93404,48.8034,1089.97,1176.74,2134.44
313.467,5.923,48.946,1091.24,1177.07,2134.48
314.34,5.92177,48.8496,1092.09,1177.28,2134.53
315.651,5.92934,48.8914,1093.36,1177.59,2134.58
316.525,5.93975,48.944,1094.21,1177.79,2134.63
317.837,5.9631,48.9767,1095.49,1178.08,2134.68
318.712,5.98396,48.9258,1096.35,1178.27,2134.73
331.393,6.67419,48.9856,1097.63,1178.55,2134.78
330.524,6.60343,48.7004,1098.48,1178.73,2134.83
329.265,6.52899,47.1717,1099.72,1178.97,2134.88
328.419,6.49864,47.3456,1100.56,1179.11,2134.93
327.137,6.48158,47.8578,1101.83,1179.29,2134.98
326.28,6.48706,47.9901,1102.68,1179.4,2135.03
327.157,6.51757,48.2202,1103.96,1179.53,2135.08
328.02,6.55206,48.3865,1104.82,1179.61,2135.13
329.319,6.62188,48.5441,1106.12,1179.71,2135.18
330.187,6.6792,48.6444,1106.99,1179.76,2135.23
331.491,6.77692,48.8174,1108.29,1179.83,2135.28
332.363,6.84977,48.9248,1109.17,1179.87,2135.33
333.673,6.96948,49.0202,1110.48,1179.92,2135.38
334.547,7.05374,49.1219,1111.36,1179.95,2135.42
335.422,7.14213,49.2383,1112.24,1179.98,2135.47
336.735,7.27846,49.2214,1113.56,1180.01,2135.52
337.611,7.37206,49.2188,1114.44,1180.03,2135.58
338.928,7.51775,49.4306,1115.76,1180.06,2135.62
340.245,7.66964,49.4429,1117.09,1180.08,2135.68
341.124,7.77272,49.5505,1117.97,1180.09,2135.73
359.892,8.39586,49.5493,1119.3,1180.1,2135.78
359.007,8.45488,49.5494,1120.19,1180.11,2135.83
357.681,8.54254,49.5505,1121.52,1180.12,2135.88
356.797,8.59961,49.5505,1122.4,1180.13,2135.93
355.472,8.68416,49.4413,1123.73,1180.15,2135.98
354.145,8.7677,49.5655,1125.06,1180.16,2136.04
353.262,8.82079,49.5535,1125.94,1180.18,2136.08
351.937,8.89821,49.4464,1127.27,1180.2,2136.14
351.717,8.94729,49.5574,1128.16,1180.22,2136.19
353.042,9.01867,49.4508,1129.48,1180.25,2136.24
354.367,9.08614,49.4534,1130.81,1180.28,2136.3
355.25,9.12906,49.4566,1131.69,1180.31,2136.34
356.574,9.1905,49.4457,1133.02,1180.35,2136.4
357.457,9.22933,49.4631,1133.9,1180.37,2136.45
358.78,9.28375,49.3477,1135.22,1180.42,2136.5
359.664,9.31864,49.4705,1136.11,1180.45,2136.55
360.988,9.36698,49.3703,1137.43,1180.5,2136.6
361.872,9.40004,49.4746,1138.32,1180.54,2136.65
363.197,9.44838,49.3654,1139.64,1180.59,2136.7
364.081,9.47937,49.4789,1140.53,1180.62,2136.75
365.405,9.52369,49.484,1141.85,1180.68,2136.8
366.73,9.56704,49.484,1143.17,1180.74,2136.86
367.614,9.59414,49.4882,1144.06,1180.78,2136.91
368.939,9.63444,49.4888,1145.38,1180.84,2136.96
369.822,9.65931,49.3712,1146.26,1180.88,2137.01
371.148,9.69678,49.4939,1147.59,1180.94,2137.06
372.03,9.72165,49.3712,1148.47,1180.98,2137.11
373.355,9.75903,49.3712,1149.79,1181.05,2137.16
394.481,10.0735,49.3848,1150.68,1181.09,2137.21
393.156,10.073,49.3712,1152,1181.15,2137.26
392.272,10.0726,49.3848,1152.88,1181.19,2137.31
390.946,10.072,49.3848,1154.21,1181.26,2137.36
390.062,10.0717,49.3712,1155.09,1181.3,2137.41
388.736,10.0712,49.4939,1156.42,1181.36,2137.46
387.853,10.0708,49.3712,1157.3,1181.4,2137.51
386.527,10.0703,49.3712,1158.62,1181.47,2137.56
385.643,10.07,49.3848,1159.51,1181.51,2137.61
384.686,10.0694,49.3848,1160.83,1181.57,2137.66
385.571,10.0692,49.4939,1161.71,1181.62,2137.71
386.897,10.0686,49.3848,1163.04,1181.68,2137.76
388.224,10.0682,49.4939,1164.36,1181.74,2137.82
389.107,10.0678,49.3848,1165.24,1181.78,2137.87
390.433,10.0673,49.3712,1166.57,1181.85,2137.92
391.318,10.067,49.4939,1167.45,1181.89,2137.97
392.643,10.0664,49.3712,1168.78,1181.95,2138.02
393.528,10.0661,49.4939,1169.66,1181.99,2138.07
394.854,10.0656,49.3848,1170.98,1182.06,2138.12
395.739,10.0653,49.4939,1171.87,1182.1,2138.17
415.886,10.0732,49.3848,1173.19,1182.16,2138.22
415.001,10.0722,49.4939,1174.08,1182.2,2138.27
413.675,10.0704,49.3848,1175.4,1182.27,2138.32
412.348,10.0688,49.4939,1176.73,1182.33,2138.38
411.465,10.0677,49.3848,1177.61,1182.37,2138.43
410.138,10.066,49.3712,1178.93,1182.43,2138.48
409.253,10.0649,49.4939,1179.82,1182.48,2138.54
407.929,10.0632,49.3848,1181.14,1182.54,2138.59
406.602,10.0614,49.3712,1182.47,1182.6,2138.64
407.241,10.0602,49.4939,1183.35,1182.64,2138.69
408.566,10.0585,49.4939,1184.67,1182.71,2138.74
409.893,10.0569,49.3848,1186,1182.77,2138.8
410.776,10.0557,49.3848,1186.88,1182.81,2138.85
412.102,10.054,49.3712,1188.2,1182.88,2138.9
412.986,10.0529,49.4939,1189.09,1182.92,2138.95
414.312,10.0512,49.4939,1190.41,1182.98,2139
415.638,10.0495,49.3848,1191.74,1183.04,2139.06
416.522,10.0484,49.4939,1192.62,1183.09,2139.11
417.848,10.0436,49.4992,1193.94,1183.15,2139.16
418.732,10.0405,49.4992,1194.83,1183.19,2139.21
420.058,10.0358,49.4992,1196.15,1183.26,2139.26
421.383,10.031,49.3765,1197.47,1183.33,2139.32
422.267,10.028,49.4992,1198.36,1183.37,2139.36
441.77,10.1367,49.4992,1199.68,1183.44,2139.42
440.887,10.1225,49.4856,1200.57,1183.48,2139.47
439.561,10.1012,49.4992,1201.89,1183.55,2139.52
438.677,10.0871,49.4992,1202.77,1183.59,2139.57
437.351,10.0658,49.4856,1204.1,1183.66,2139.62
436.468,10.0515,49.3908,1204.98,1183.7,2139.67
435.142,10.0304,49.4992,1206.3,1183.77,2139.72
434.259,10.0161,49.3908,1207.18,1183.81,2139.77
432.933,9.99492,49.3901,1208.51,1183.88,2139.82
433.44,9.98068,49.3765,1209.39,1183.92,2139.87
434.765,9.96145,49.3712,1210.72,1183.98,2139.92
436.091,9.94725,49.4834,1212.04,1184.04,2139.98
436.974,9.937,49.3661,1212.92,1184.08,2140.02
438.299,9.92472,49.3612,1214.25,1184.14,2140.08
439.183,9.91854,49.3697,1215.13,1184.18,2140.13
440.508,9.91223,49.3654,1216.45,1184.23,2140.18
441.392,9.91008,49.3613,1217.34,1184.26,2140.23
442.716,9.90975,49.3575,1218.66,1184.31,2140.28
443.6,9.91162,49.3403,1219.54,1184.33,2140.33
444.924,9.91629,49.3505,1220.87,1184.37,2140.38
445.808,9.92316,49.3306,1221.75,1184.4,2140.43
447.132,9.93687,49.328,1223.08,1184.43,2140.48
448.015,9.94972,49.3369,1223.96,1184.44,2140.53
449.339,9.97245,49.3351,1225.28,1184.47,2140.58
469.146,10.612,49.3335,1226.16,1184.48,2140.63
467.823,10.5537,49.4413,1227.49,1184.49,2140.68
466.941,10.5176,49.3172,1228.37,1184.5,2140.73
465.618,10.4653,49.33,1229.7,1184.51,2140.78
464.736,10.4331,49.3294,1230.58,1184.52,2140.83
463.412,10.3868,49.4383,1231.9,1184.52,2140.88
462.529,10.3586,49.4382,1232.79,1184.52,2140.93
461.205,10.3184,49.4383,1234.11,1184.52,2140.98
460.165,10.2811,49.4387,1235.44,1184.51,2141.04
461.048,10.2589,49.4257,1236.32,1184.51,2141.08
461.93,10.2377,49.331,1237.2,1184.5,2141.14
463.255,10.2094,49.4277,1238.53,1184.49,2141.19
464.58,10.184,49.4427,1239.85,1184.47,2141.24
465.463,10.1688,49.4427,1240.74,1184.46,2141.29
466.788,10.1465,49.4443,1242.06,1184.44,2141.34
467.671,10.1333,49.4443,1242.94,1184.42,2141.39
468.996,10.1141,49.4464,1244.27,1184.4,2141.44
469.879,10.1028,49.4464,1245.15,1184.38,2141.49
471.204,10.0865,49.4485,1246.48,1184.36,2141.54
472.53,10.0722,49.4485,1247.8,1184.33,2141.6
473.413,10.064,49.4508,1248.68,1184.31,2141.65
474.738,10.0527,49.4508,1250.01,1184.28,2141.7
475.621,10.0465,49.4398,1250.89,1184.25,2141.75
476.947,10.0382,49.4534,1252.22,1184.22,2141.8
477.83,10.0339,49.4426,1253.1,1184.2,2141.85
479.156,10.0297,49.4597,1254.43,1184.16,2141.9
480.039,10.0275,49.4597,1255.31,1184.13,2141.94
481.365,10.0262,49.4631,1256.63,1184.09,2142
482.248,10.0259,49.4631,1257.52,1184.06,2142.05
483.574,10.0256,49.4631,1258.84,1184.02,2142.1
484.457,10.0253,49.4626,1259.72,1183.99,2142.15
485.783,10.025,49.4626,1261.05,1183.95,2142.2
505.232,10.1469,49.4631,1261.93,1183.92,2142.25
503.907,10.1292,49.4631,1263.26,1183.88,2142.3
503.023,10.1173,49.4626,1264.14,1183.85,2142.35
501.698,10.0996,49.449,1265.47,1183.81,2142.4
500.814,10.0878,49.4631,1266.35,1183.78,2142.45
499.489,10.0701,49.4494,1267.67,1183.74,2142.5
498.606,10.0582,49.4631,1268.56,1183.71,2142.55
497.28,10.0404,49.4631,1269.88,1183.67,2142.6
496.397,10.0287,49.3539,1270.77,1183.64,2142.65
496.96,10.0109,49.4631,1272.09,1183.6,2142.7
497.843,9.99908,49.3539,1272.97,1183.57,2142.75
499.169,9.98133,49.4631,1274.3,1183.53,2142.8
500.052,9.96947,49.3535,1275.18,1183.5,2142.85
501.378,9.95172,49.4626,1276.51,1183.46,2142.9
502.261,9.93997,49.3539,1277.39,1183.43,2142.96
503.587,9.92222,49.4631,1278.71,1183.39,2143.01
504.912,9.90447,49.4494,1280.04,1183.35,2143.06
505.796,9.8937,49.4667,1280.92,1183.32,2143.11
507.121,9.87888,49.453,1282.25,1183.28,2143.16
508.005,9.87006,49.4667,1283.13,1183.24,2143.21
509.33,9.85736,49.3613,1284.45,1183.2,2143.26
510.213,9.85159,49.3659,1285.34,1183.16,2143.31
511.538,9.84486,49.3703,1286.66,1183.11,2143.36
512.864,9.84215,49.3749,1287.98,1183.05,2143.42
513.746,9.8424,49.3661,1288.87,1183.01,2143.47
515.071,9.84767,49.3765,1290.19,1182.95,2143.52
515.954,9.8539,49.3964,1291.07,1182.9,2143.57
517.279,9.86818,49.4083,1292.39,1182.83,2143.62
518.604,9.88751,49.3121,1293.72,1182.75,2143.68
519.485,9.90383,49.2099,1294.6,1182.69,2143.73
520.797,9.92273,48.8366,1295.91,1182.62,2143.78
540.497,10.544,49.0287,1296.78,1182.58,2143.83
539.181,10.4353,49.2324,1298.1,1182.54,2143.88
537.864,10.3094,49.3321,1299.42,1182.52,2143.94
536.548,10.1674,49.4382,1300.75,1182.51,2144
535.671,10.0654,49.4392,1301.63,1182.52,2144.04
534.356,9.90351,49.3335,1302.96,1182.53,2144.1
533.479,9.79146,49.4445,1303.84,1182.55,2144.15
532.165,9.61651,49.4508,1305.17,1182.57,2144.2
531.559,9.49752,49.4534,1306.05,1182.6,2144.25
532.875,9.31725,49.563,1307.38,1182.63,2144.3
533.752,9.19721,49.5626,1308.26,1182.65,2144.35
535.067,9.01717,49.4534,1309.59,1182.68,2144.4
536.384,8.84091,49.4485,1310.92,1182.71,2144.46
537.261,8.72582,49.4464,1311.8,1182.73,2144.51
538.58,8.55551,49.5535,1313.13,1182.75,2144.56
539.459,8.4442,49.5519,1314.02,1182.77,2144.61
540.777,8.28286,49.5494,1315.35,1182.78,2144.66
541.657,8.17857,49.5622,1316.23,1182.79,2144.71
542.976,8.0262,49.4383,1317.56,1182.79,2144.76
543.856,7.92799,49.4245,1318.44,1182.79,2144.81
545.175,7.78872,49.4402,1319.77,1182.78,2144.86
546.055,7.69655,49.4393,1320.66,1182.78,2144.91
547.372,7.56355,49.3321,1321.98,1182.76,2144.96
548.251,7.47646,49.3335,1322.86,1182.75,2145.02
549.568,7.35147,49.3372,1324.19,1182.73,2145.06
550.446,7.27044,49.339,1325.07,1182.71,2145.11
551.765,7.15442,49.3442,1326.39,1182.68,2145.16
552.643,7.07957,49.2246,1327.27,1182.66,2145.22
553.961,6.97252,49.3535,1328.59,1182.62,2145.27
555.28,6.87056,49.3613,1329.92,1182.57,2145.32
556.159,6.80553,49.3654,1330.8,1182.54,2145.37
557.479,6.71146,49.3697,1332.12,1182.49,2145.42
558.359,6.6525,49.3749,1333,1182.45,2145.47
570.727,6.45716,49.3848,1334.32,1182.39,2145.52
569.405,6.40015,49.3901,1335.64,1182.32,2145.58
568.524,6.3625,49.3901,1336.53,1182.28,2145.63
567.201,6.3095,49.3957,1337.85,1182.21,2145.68
566.319,6.27792,49.4083,1338.73,1182.16,2145.73
565.281,6.23195,49.2856,1340.05,1182.09,2145.78
566.164,6.20319,49.4146,1340.93,1182.04,2145.83
567.487,6.16524,49.3053,1342.25,1181.95,2145.88
568.37,6.14253,49.3259,1343.13,1181.89,2145.93
569.693,6.11151,49.3196,1344.45,1181.81,2145.98
570.576,6.09282,49.3281,1345.34,1181.74,2146.03
571.901,6.06787,49.3495,1346.66,1181.65,2146.08
572.784,6.05307,49.3439,1347.54,1181.58,2146.13
574.109,6.03213,49.3586,1348.86,1181.48,2146.18
574.992,6.0194,49.3669,1349.74,1181.41,2146.23
576.317,6.00125,49.3658,1351.06,1181.31,2146.28
577.201,5.99059,49.3754,1351.94,1181.24,2146.33
578.526,5.97646,49.3695,1353.26,1181.13,2146.38
579.41,5.96871,49.3796,1354.14,1181.06,2146.43
580.735,5.9588,49.3933,1355.46,1180.95,2146.48
581.619,5.953,49.5021,1356.34,1180.87,2146.53
582.944,5.94397,49.5125,1357.66,1180.76,2146.58
583.828,5.93923,49.4025,1358.55,1180.69,2146.63
585.153,5.93321,49.3984,1359.87,1180.57,2146.68
586.036,5.93054,49.3984,1360.74,1180.49,2146.73
587.361,5.92659,49.3996,1362.07,1180.38,2146.78
599.297,5.95225,49.412,1363.38,1180.26,2146.84
598.413,5.94462,49.412,1364.27,1180.18,2146.88
597.088,5.93325,49.3996,1365.59,1180.06,2146.94
596.205,5.92563,49.3996,1366.46,1179.99,2146.98
594.879,5.91412,49.412,1367.79,1179.87,2147.04
594.021,5.9064,49.5208,1368.67,1179.79,2147.08
595.346,5.89503,49.3996,1369.99,1179.67,2147.14
596.23,5.88837,49.4094,1370.87,1179.6,2147.18
597.555,5.87991,49.423,1372.19,1179.47,2147.24
598.439,5.8752,49.433,1373.07,1179.39,2147.28
599.323,5.87158,49.433,1373.95,1179.31,2147.33
600.649,5.86713,49.4194,1375.27,1179.19,2147.38
601.533,5.86449,49.4297,1376.15,1179.11,2147.43
602.859,5.86296,49.4297,1377.47,1178.98,2147.48
603.743,5.86238,49.4415,1378.35,1178.89,2147.53
605.068,5.86397,49.4551,1379.66,1178.76,2147.58
605.951,5.86532,49.3422,1380.54,1178.68,2147.63
607.277,5.87092,49.4769,1381.86,1178.54,2147.68
608.161,5.87628,49.4731,1382.74,1178.45,2147.72
